timestamp,log_type,user,account,hostname,device_type,location,department,file_accessed,ip_address,is_anomaly
2024-01-02T09:17:00,firewall_log,sales_user06,Sales,WS-079,workstation,London,Sales,marketing,170.46.88.77,0
2024-01-02T09:28:00,windows_security_event,operations_user07,Operations,WS-052,workstation,NYC_HQ,Operations,orders,150.250.127.108,0
2024-01-02T09:38:00,defender_atp_alert,hr_user16,HR,WS-063,workstation,Proxy,HR,contracts,59.53.252.168,1
2024-01-02T09:43:00,firewall_log,finance_user03,Finance,WS-053,workstation,NYC_HQ,Finance,bank,95.119.41.4,0
2024-01-02T09:44:00,windows_security_event,hr_user01,HR,WS-084,workstation,NYC_HQ,HR,contracts,90.164.181.30,0
2024-01-02T09:55:00,file_access,support_user10,Support,WS-050,workstation,London,Support,calendars,144.214.217.137,0
2024-01-02T10:09:00,windows_security_event,sales_user12,Sales,WS-038,workstation,London,Sales,marketing,30.70.249.235,0
2024-01-02T10:31:00,defender_atp_alert,operations_user04,Operations,WS-074,server,Proxy,Operations,contracts,184.32.253.14,1
2024-01-02T10:37:00,firewall_log,support_user01,Support,WS-046,workstation,NYC_HQ,Support,calendars,8.166.17.159,0
2024-01-02T10:51:00,firewall_log,support_user16,Support,WS-046,workstation,London,Support,shared,3.80.121.54,0
2024-01-02T11:35:00,firewall_log,sales_user10,Sales,WS-045,workstation,London,Sales,customer_db,203.77.43.166,0
2024-01-02T11:40:00,defender_atp_alert,operations_user18,Operations,WS-092,server,Proxy,Operations,payroll,76.127.71.151,1
2024-01-02T12:15:00,file_access,sales_user10,Sales,WS-063,workstation,London,Sales,crm,91.46.90.139,0
2024-01-02T12:18:00,file_access,support_user20,Support,WS-079,workstation,NYC_HQ,Support,shared,110.226.194.25,0
2024-01-02T12:24:00,windows_security_event,owner_user08,Owner,WS-058,workstation,London,Owner,hr,68.46.150.56,0
2024-01-02T12:29:00,firewall_log,operations_user09,Operations,WS-020,workstation,NYC_HQ,Operations,inventory,218.29.207.82,0
2024-01-02T12:50:00,windows_security_event,operations_user13,Operations,WS-065,workstation,NYC_HQ,Operations,schedules,11.185.100.199,0
2024-01-02T12:51:00,firewall_log,sales_user12,Sales,WS-075,workstation,NYC_HQ,Sales,crm,139.139.65.160,0
2024-01-02T13:05:00,file_access,support_user18,Support,WS-017,workstation,NYC_HQ,Support,bank,76.81.3.13,1
2024-01-02T13:14:00,file_access,support_user20,Support,WS-084,workstation,London,Support,customer_inquiries,201.51.233.62,0
2024-01-02T13:50:00,file_access,support_user08,Support,WS-090,workstation,NYC_HQ,Support,financial,81.187.180.12,1
2024-01-02T13:52:00,windows_security_event,sales_user12,Sales,WS-084,workstation,Remote_VPN,Sales,marketing,219.29.103.203,0
2024-01-02T13:59:00,firewall_log,finance_user19,Finance,WS-086,workstation,NYC_HQ,Finance,invoices,38.210.66.109,0
2024-01-02T14:01:00,windows_security_event,owner_user05,Owner,WS-070,workstation,London,Owner,financial,151.198.57.96,0
2024-01-02T14:18:00,windows_security_event,operations_user19,Operations,WS-052,workstation,NYC_HQ,Operations,orders,114.206.61.130,0
2024-01-02T14:23:00,file_access,sales_user03,Sales,WS-031,workstation,London,Sales,crm,193.169.23.55,0
2024-01-02T14:31:00,firewall_log,finance_user08,Finance,WS-096,workstation,NYC_HQ,Finance,payroll,64.203.137.204,0
2024-01-02T14:39:00,firewall_log,operations_user10,Operations,WS-026,workstation,NYC_HQ,Operations,inventory,194.232.249.26,0
2024-01-02T14:59:00,windows_security_event,finance_user02,Finance,WS-096,workstation,NYC_HQ,Finance,payroll,10.224.240.72,0
2024-01-02T14:59:00,firewall_log,finance_user05,Finance,WS-076,workstation,NYC_HQ,Finance,invoices,138.233.172.86,0
2024-01-02T15:23:00,windows_security_event,operations_user08,Operations,WS-053,workstation,NYC_HQ,Operations,schedules,76.196.29.29,0
2024-01-02T15:24:00,firewall_log,support_user05,Support,WS-069,workstation,NYC_HQ,Support,customer_inquiries,212.187.111.26,0
2024-01-02T15:42:00,file_access,operations_user04,Operations,WS-072,workstation,NYC_HQ,Operations,schedules,160.245.174.157,0
2024-01-02T16:07:00,file_access,sales_user14,Sales,WS-036,workstation,NYC_HQ,Sales,customer_db,124.174.109.63,0
2024-01-02T16:08:00,windows_security_event,hr_user13,HR,WS-051,workstation,NYC_HQ,HR,training,14.70.87.148,0
2024-01-02T16:29:00,file_access,operations_user12,Operations,WS-039,workstation,NYC_HQ,Operations,inventory,17.194.203.98,0
2024-01-02T16:59:00,firewall_log,support_user13,Support,WS-053,workstation,NYC_HQ,Support,calendars,170.155.88.1,0
2024-01-02T17:05:00,windows_security_event,sales_user04,Sales,WS-075,workstation,London,Sales,marketing,200.104.131.142,0
2024-01-02T17:16:00,file_access,sales_user12,Sales,WS-024,workstation,NYC_HQ,Sales,marketing,198.80.154.138,0
2024-01-02T17:19:00,file_access,sales_user12,Sales,WS-053,workstation,London,Sales,customer_db,124.25.79.186,0
2024-01-02T17:27:00,firewall_log,sales_user14,Sales,WS-044,workstation,London,Sales,customer_db,138.104.38.119,0
2024-01-02T17:43:00,vpn_connection,finance_user02,Finance,WS-001,workstation,London,Finance,crm,83.159.166.178,1
2024-01-02T17:44:00,windows_security_event,support_user05,Support,WS-009,workstation,NYC_HQ,Support,customer_inquiries,86.191.57.169,0
2024-01-02T17:56:00,file_access,finance_user14,Finance,WS-074,workstation,NYC_HQ,Finance,bank,5.20.183.31,0
2024-01-02T18:58:00,file_access,sales_user08,Sales,WS-036,workstation,London,Sales,crm,41.123.29.249,0
2024-01-03T04:23:00,file_access,operations_user02,Operations,WS-051,workstation,Remote_VPN,Operations,bank,9.182.111.61,1
2024-01-03T08:40:00,firewall_log,operations_user11,Operations,WS-056,workstation,NYC_HQ,Operations,schedules,149.51.137.175,0
2024-01-03T09:04:00,firewall_log,owner_user18,Owner,WS-020,workstation,Remote_VPN,Owner,financial,135.84.208.210,0
2024-01-03T09:16:00,windows_security_event,owner_user04,Owner,WS-066,workstation,Remote_VPN,Owner,contracts,26.76.0.3,0
2024-01-03T09:19:00,file_access,finance_user08,Finance,WS-073,workstation,NYC_HQ,Finance,payroll,184.157.179.28,0
2024-01-03T09:36:00,file_access,finance_user12,Finance,WS-030,workstation,NYC_HQ,Finance,invoices,202.241.240.234,0
2024-01-03T09:58:00,windows_security_event,finance_user17,Finance,WS-027,workstation,NYC_HQ,Finance,accounting,78.228.36.35,0
2024-01-03T10:04:00,windows_security_event,finance_user12,Finance,WS-057,workstation,NYC_HQ,Finance,invoices,36.73.211.44,0
2024-01-03T10:22:00,firewall_log,sales_user07,Sales,WS-048,workstation,NYC_HQ,Sales,marketing,80.9.236.160,0
2024-01-03T10:25:00,file_access,support_user13,Support,WS-017,workstation,NYC_HQ,Support,customer_inquiries,124.225.133.243,0
2024-01-03T10:34:00,windows_security_event,finance_user12,Finance,WS-046,workstation,NYC_HQ,Finance,invoices,61.147.95.159,0
2024-01-03T10:36:00,windows_security_event,finance_user18,Finance,WS-077,workstation,NYC_HQ,Finance,invoices,57.180.77.253,0
2024-01-03T11:00:00,file_access,support_user18,Support,WS-058,server,NYC_HQ,Support,bank,145.59.110.179,1
2024-01-03T12:09:00,windows_security_event,support_user07,Support,WS-031,workstation,NYC_HQ,Support,shared,43.139.242.185,0
2024-01-03T12:09:00,file_access,support_user16,Support,WS-002,workstation,NYC_HQ,Support,payroll,135.209.205.212,1
2024-01-03T12:10:00,firewall_log,finance_user11,Finance,WS-045,workstation,NYC_HQ,Finance,accounting,25.175.34.101,0
2024-01-03T12:18:00,firewall_log,hr_user17,HR,WS-092,workstation,NYC_HQ,HR,employee_records,93.255.21.138,0
2024-01-03T12:54:00,windows_security_event,finance_user15,Finance,WS-087,workstation,NYC_HQ,Finance,accounting,97.253.119.120,0
2024-01-03T13:36:00,windows_security_event,sales_user01,Sales,WS-018,workstation,Remote_VPN,Sales,customer_db,162.175.165.246,0
2024-01-03T13:43:00,firewall_log,operations_user16,Operations,WS-094,workstation,NYC_HQ,Operations,schedules,77.1.48.10,0
2024-01-03T13:53:00,file_access,operations_user06,Operations,WS-088,workstation,NYC_HQ,Operations,orders,30.211.188.60,0
2024-01-03T14:03:00,firewall_log,finance_user13,Finance,WS-002,workstation,NYC_HQ,Finance,payroll,146.85.131.13,0
2024-01-03T14:08:00,windows_security_event,finance_user11,Finance,WS-077,workstation,NYC_HQ,Finance,bank,151.13.212.149,0
2024-01-03T14:12:00,firewall_log,finance_user09,Finance,WS-084,workstation,NYC_HQ,Finance,bank,185.32.189.114,0
2024-01-03T14:26:00,windows_security_event,finance_user16,Finance,WS-020,workstation,NYC_HQ,Finance,accounting,13.248.57.45,0
2024-01-03T14:28:00,firewall_log,support_user19,Support,WS-085,workstation,NYC_HQ,Support,calendars,153.79.91.5,0
2024-01-03T14:39:00,firewall_log,finance_user06,Finance,WS-049,workstation,NYC_HQ,Finance,accounting,175.77.183.157,0
2024-01-03T15:04:00,windows_security_event,support_user07,Support,WS-070,workstation,NYC_HQ,Support,customer_inquiries,59.161.40.146,0
2024-01-03T15:28:00,firewall_log,sales_user10,Sales,WS-012,workstation,Remote_VPN,Sales,customer_db,214.234.214.0,0
2024-01-03T15:37:00,windows_security_event,sales_user17,Sales,WS-098,workstation,NYC_HQ,Sales,customer_db,82.198.34.131,0
2024-01-03T15:42:00,firewall_log,support_user03,Support,WS-097,workstation,NYC_HQ,Support,customer_inquiries,194.234.107.194,0
2024-01-03T15:54:00,file_access,support_user04,Support,WS-018,workstation,NYC_HQ,Support,bank,179.149.159.179,1
2024-01-03T15:55:00,file_access,hr_user11,HR,WS-023,workstation,NYC_HQ,HR,employee_records,17.233.196.228,0
2024-01-03T16:06:00,file_access,support_user17,Support,WS-005,server,Proxy,Support,financial,133.184.115.218,1
2024-01-03T16:33:00,windows_security_event,support_user14,Support,WS-087,workstation,London,Support,calendars,5.133.180.43,0
2024-01-03T16:35:00,windows_security_event,hr_user11,HR,WS-096,workstation,NYC_HQ,HR,training,96.222.164.61,0
2024-01-03T16:46:00,file_access,support_user18,Support,WS-041,workstation,London,Support,calendars,148.0.155.90,0
2024-01-03T17:00:00,windows_security_event,operations_user18,Operations,WS-002,workstation,NYC_HQ,Operations,inventory,202.142.217.237,0
2024-01-03T17:05:00,file_access,finance_user04,Finance,WS-025,workstation,NYC_HQ,Finance,bank,66.19.94.8,0
2024-01-03T17:05:00,file_access,support_user03,Support,WS-094,workstation,NYC_HQ,Support,bank,196.26.1.87,1
2024-01-03T17:11:00,windows_security_event,finance_user15,Finance,WS-004,workstation,NYC_HQ,Finance,accounting,107.1.198.171,0
2024-01-03T17:27:00,file_access,sales_user08,Sales,WS-026,workstation,Remote_VPN,Sales,marketing,94.220.35.197,0
2024-01-03T17:50:00,firewall_log,finance_user13,Finance,WS-044,workstation,NYC_HQ,Finance,accounting,102.130.67.205,0
2024-01-03T17:55:00,firewall_log,owner_user09,Owner,WS-100,workstation,Remote_VPN,Owner,financial,134.148.43.176,0
2024-01-03T18:46:00,windows_security_event,owner_user18,Owner,WS-088,workstation,Remote_VPN,Owner,hr,193.193.207.66,0
2024-01-04T02:57:00,file_access,operations_user11,Operations,WS-062,server,NYC_HQ,Operations,bank,183.157.121.131,1
2024-01-04T03:17:00,file_access,operations_user01,Operations,WS-007,workstation,NYC_HQ,Operations,employee_records,118.123.58.21,1
2024-01-04T08:06:00,file_access,support_user20,Support,WS-089,workstation,NYC_HQ,Support,calendars,179.103.216.208,0
2024-01-04T09:09:00,file_access,sales_user05,Sales,WS-086,workstation,NYC_HQ,Sales,crm,180.174.187.122,0
2024-01-04T09:25:00,firewall_log,finance_user19,Finance,WS-055,workstation,NYC_HQ,Finance,accounting,148.32.194.16,0
2024-01-04T09:36:00,windows_security_event,finance_user03,Finance,WS-083,workstation,NYC_HQ,Finance,accounting,109.252.201.151,0
2024-01-04T09:37:00,windows_security_event,hr_user02,HR,WS-008,workstation,NYC_HQ,HR,employee_records,74.213.21.237,0
2024-01-04T09:48:00,windows_security_event,support_user17,Support,WS-044,workstation,NYC_HQ,Support,shared,30.142.231.15,0
2024-01-04T10:05:00,firewall_log,finance_user06,Finance,WS-031,workstation,NYC_HQ,Finance,payroll,119.182.199.18,0
2024-01-04T10:10:00,file_access,sales_user05,Sales,WS-089,workstation,Remote_VPN,Sales,crm,139.183.252.11,0
2024-01-04T10:19:00,firewall_log,finance_user20,Finance,WS-085,workstation,NYC_HQ,Finance,payroll,143.123.233.238,0
2024-01-04T10:20:00,firewall_log,finance_user15,Finance,WS-099,workstation,NYC_HQ,Finance,accounting,192.85.47.101,0
2024-01-04T10:22:00,windows_security_event,finance_user20,Finance,WS-066,workstation,NYC_HQ,Finance,accounting,141.49.186.166,0
2024-01-04T10:38:00,firewall_log,support_user12,Support,WS-097,workstation,NYC_HQ,Support,customer_inquiries,57.16.120.71,0
2024-01-04T10:41:00,file_access,operations_user03,Operations,WS-011,workstation,NYC_HQ,Operations,orders,89.255.89.49,0
2024-01-04T10:45:00,file_access,finance_user03,Finance,WS-032,workstation,NYC_HQ,Finance,invoices,78.40.27.255,0
2024-01-04T10:50:00,firewall_log,sales_user19,Sales,WS-050,workstation,NYC_HQ,Sales,customer_db,194.61.182.157,0
2024-01-04T11:04:00,firewall_log,support_user03,Support,WS-040,workstation,NYC_HQ,Support,shared,148.188.165.227,0
2024-01-04T11:09:00,firewall_log,hr_user09,HR,WS-095,workstation,NYC_HQ,HR,contracts,130.175.102.127,0
2024-01-04T11:26:00,windows_security_event,sales_user02,Sales,WS-058,workstation,NYC_HQ,Sales,crm,101.196.162.30,0
2024-01-04T11:49:00,file_access,support_user09,Support,WS-075,workstation,NYC_HQ,Support,shared,103.65.192.187,0
2024-01-04T12:16:00,firewall_log,sales_user18,Sales,WS-053,workstation,NYC_HQ,Sales,customer_db,222.190.0.216,0
2024-01-04T12:26:00,file_access,owner_user13,Owner,WS-100,workstation,NYC_HQ,Owner,contracts,19.194.72.92,0
2024-01-04T12:32:00,firewall_log,sales_user11,Sales,WS-037,workstation,Remote_VPN,Sales,customer_db,202.252.101.203,0
2024-01-04T12:47:00,windows_security_event,hr_user12,HR,WS-024,workstation,NYC_HQ,HR,training,90.149.150.31,0
2024-01-04T12:48:00,firewall_log,operations_user12,Operations,WS-025,workstation,NYC_HQ,Operations,orders,147.198.103.176,0
2024-01-04T13:03:00,windows_security_event,sales_user06,Sales,WS-045,workstation,Remote_VPN,Sales,marketing,187.72.146.40,0
2024-01-04T13:13:00,file_access,support_user08,Support,WS-022,workstation,NYC_HQ,Support,customer_inquiries,126.198.6.87,0
2024-01-04T13:15:00,file_access,support_user20,Support,WS-006,workstation,NYC_HQ,Support,shared,152.240.158.106,0
2024-01-04T13:25:00,vpn_connection,finance_user07,Finance,WS-017,server,London,Finance,crm,161.96.76.51,1
2024-01-04T14:02:00,windows_security_event,sales_user07,Sales,WS-024,workstation,NYC_HQ,Sales,crm,164.134.250.200,0
2024-01-04T14:12:00,windows_security_event,finance_user15,Finance,WS-087,workstation,NYC_HQ,Finance,accounting,211.29.4.157,0
2024-01-04T14:31:00,windows_security_event,support_user07,Support,WS-002,workstation,NYC_HQ,Support,calendars,132.217.147.93,0
2024-01-04T14:34:00,file_access,finance_user12,Finance,WS-014,workstation,NYC_HQ,Finance,bank,48.66.255.10,0
2024-01-04T14:50:00,file_access,sales_user09,Sales,WS-039,workstation,London,Sales,marketing,43.28.157.157,0
2024-01-04T14:55:00,firewall_log,finance_user01,Finance,WS-010,workstation,NYC_HQ,Finance,bank,21.187.142.173,0
2024-01-04T14:57:00,windows_security_event,finance_user04,Finance,WS-012,workstation,NYC_HQ,Finance,accounting,78.91.13.94,0
2024-01-04T15:25:00,windows_security_event,finance_user01,Finance,WS-089,workstation,NYC_HQ,Finance,accounting,63.101.193.63,0
2024-01-04T15:33:00,file_access,support_user10,Support,WS-092,workstation,London,Support,customer_inquiries,177.195.129.169,0
2024-01-04T15:39:00,file_access,hr_user06,HR,WS-048,workstation,NYC_HQ,HR,training,16.99.242.228,0
2024-01-04T15:40:00,windows_security_event,sales_user02,Sales,WS-003,workstation,NYC_HQ,Sales,marketing,87.181.244.105,0
2024-01-04T15:47:00,file_access,support_user02,Support,WS-005,workstation,NYC_HQ,Support,shared,104.61.48.28,0
2024-01-04T15:48:00,windows_security_event,support_user03,Support,WS-051,workstation,London,Support,shared,163.249.238.123,0
2024-01-04T16:00:00,firewall_log,support_user09,Support,WS-025,workstation,NYC_HQ,Support,shared,173.79.168.8,0
2024-01-04T16:22:00,firewall_log,support_user16,Support,WS-057,workstation,NYC_HQ,Support,customer_inquiries,94.199.151.132,0
2024-01-04T16:26:00,windows_security_event,owner_user18,Owner,WS-029,workstation,NYC_HQ,Owner,operations,147.41.5.122,0
2024-01-04T16:34:00,windows_security_event,support_user04,Support,WS-020,workstation,London,Support,customer_inquiries,132.139.123.193,0
2024-01-04T16:50:00,file_access,support_user16,Support,WS-054,workstation,London,Support,customer_inquiries,167.78.84.24,0
2024-01-04T16:55:00,file_access,finance_user08,Finance,WS-018,workstation,NYC_HQ,Finance,payroll,220.139.228.231,0
2024-01-04T17:13:00,file_access,operations_user01,Operations,WS-075,workstation,NYC_HQ,Operations,schedules,157.65.89.125,0
2024-01-04T17:16:00,windows_security_event,support_user05,Support,WS-005,workstation,London,Support,shared,142.123.0.178,0
2024-01-04T17:59:00,windows_security_event,operations_user04,Operations,WS-017,workstation,NYC_HQ,Operations,inventory,128.157.51.144,0
2024-01-04T18:15:00,file_access,sales_user15,Sales,WS-014,workstation,NYC_HQ,Sales,crm,62.235.131.206,0
2024-01-04T19:08:00,firewall_log,owner_user04,Owner,WS-002,workstation,NYC_HQ,Owner,operations,12.92.69.163,0
2024-01-05T03:18:00,file_access,operations_user13,Operations,WS-023,server,NYC_HQ,Operations,bank,72.225.46.229,1
2024-01-05T08:07:00,windows_security_event,support_user08,Support,WS-027,workstation,NYC_HQ,Support,customer_inquiries,77.255.20.70,0
2024-01-05T08:34:00,firewall_log,owner_user16,Owner,WS-053,workstation,NYC_HQ,Owner,financial,38.177.195.176,0
2024-01-05T09:03:00,file_access,finance_user16,Finance,WS-052,workstation,NYC_HQ,Finance,bank,41.198.164.103,0
2024-01-05T09:06:00,firewall_log,sales_user07,Sales,WS-020,workstation,London,Sales,customer_db,7.143.184.214,0
2024-01-05T09:18:00,windows_security_event,finance_user15,Finance,WS-021,workstation,NYC_HQ,Finance,invoices,183.228.151.77,0
2024-01-05T09:26:00,file_access,support_user20,Support,WS-014,workstation,London,Support,shared,140.24.19.51,0
2024-01-05T09:29:00,file_access,sales_user04,Sales,WS-079,workstation,Remote_VPN,Sales,crm,215.229.183.242,0
2024-01-05T09:45:00,firewall_log,hr_user11,HR,WS-012,workstation,NYC_HQ,HR,training,43.131.21.34,0
2024-01-05T09:59:00,file_access,owner_user16,Owner,WS-040,workstation,NYC_HQ,Owner,financial,78.149.226.163,0
2024-01-05T10:12:00,firewall_log,finance_user11,Finance,WS-040,workstation,NYC_HQ,Finance,invoices,25.124.99.21,0
2024-01-05T10:14:00,firewall_log,operations_user13,Operations,WS-017,workstation,NYC_HQ,Operations,orders,65.246.73.51,0
2024-01-05T10:14:00,firewall_log,support_user10,Support,WS-090,workstation,London,Support,shared,79.183.217.151,0
2024-01-05T10:28:00,file_access,hr_user19,HR,WS-079,workstation,NYC_HQ,HR,employee_records,111.251.204.215,0
2024-01-05T10:33:00,file_access,finance_user16,Finance,WS-021,workstation,NYC_HQ,Finance,accounting,68.170.182.146,0
2024-01-05T10:36:00,firewall_log,operations_user18,Operations,WS-043,workstation,NYC_HQ,Operations,inventory,221.97.92.28,0
2024-01-05T10:44:00,firewall_log,finance_user01,Finance,WS-050,workstation,NYC_HQ,Finance,bank,73.125.7.117,0
2024-01-05T11:01:00,file_access,sales_user19,Sales,WS-046,workstation,Remote_VPN,Sales,customer_db,18.102.72.13,0
2024-01-05T11:08:00,windows_security_event,finance_user18,Finance,WS-043,workstation,NYC_HQ,Finance,invoices,66.55.234.190,0
